amt_price,heatedarea,hometype,fullbaths,halfbaths,District
185000,1126,Attached single-family,1,1,5
215000,1120,Attached single-family,1,1,5
193000,1120,Attached single-family,1,1,5
189000,1166,Attached single-family,1,1,5
228000,1166,Attached single-family,1,1,5
358500,1728,Detached single-family,2,1,5
320000,1378,Detached single-family,2,0,5
350000,1728,Detached single-family,2,1,5
200000,1830,Detached single-family,3,1,5
340000,1404,Detached single-family,2,0,5
335500,1448,Detached single-family,2,1,5
355000,1662,Detached single-family,2,1,5
363000,1476,Detached single-family,2,1,5
340000,1370,Detached single-family,2,0,5
310000,1504,Detached single-family,2,1,5
316500,1444,Detached single-family,2,1,5
411500,1910,Detached single-family,2,1,5
338000,1134,Detached single-family,2,0,5
445000,2724,Detached single-family,2,0,5
380000,2610,Detached single-family,2,1,5
235000,1340,Detached single-family,2,0,5
460000,2072,Detached single-family,2,1,5
320000,1470,Detached single-family,2,1,5
360500,1664,Detached single-family,2,1,5
280000,1500,Detached single-family,2,1,5
304500,1472,Detached single-family,2,0,5
415000,2436,Detached single-family,2,0,5
325000,1361,Detached single-family,2,0,5
332000,1591,Detached single-family,2,0,5
392000,1756,Detached single-family,2,1,5
354000,1646,Detached single-family,2,1,5
437000,1946,Detached single-family,2,1,5
435000,2175,Detached single-family,2,1,5
362500,1595,Detached single-family,2,0,5
365000,1508,Detached single-family,2,0,5
318500,1421,Detached single-family,2,0,5
375000,1656,Detached single-family,2,1,5
375000,1835,Detached single-family,2,1,5
405000,1913,Detached single-family,2,0,5
353000,1556,Detached single-family,2,0,5
330000,1794,Detached single-family,2,1,5
375000,1907,Detached single-family,2,1,5
370000,1996,Detached single-family,2,1,5
404000,2208,Detached single-family,2,1,5
385000,1967,Detached single-family,2,1,5
367500,1767,Detached single-family,2,1,5
377000,1949,Detached single-family,2,0,5
320000,1164,Detached single-family,2,0,5
352000,1500,Detached single-family,2,0,5
257500,1829,Detached single-family,2,1,5
340000,1500,Detached single-family,2,0,5
370000,1484,Detached single-family,2,0,5
418500,2016,Detached single-family,2,1,5
392500,2007,Detached single-family,2,1,5
317000,1411,Detached single-family,2,0,5
350000,1500,Detached single-family,2,0,5
375000,2219,Detached single-family,2,1,5
335000,1473,Detached single-family,2,0,5
328000,1146,Detached single-family,2,0,5
240000,1523,Attached single-family,2,1,5
236000,1430,Attached single-family,2,1,5
258000,1518,Attached single-family,2,1,5
240000,1518,Attached single-family,2,1,5
278000,1586,Attached single-family,2,1,5
280000,1360,Attached single-family,2,1,5
244000,1461,Attached single-family,2,1,5
242000,1212,Attached single-family,2,1,5
275000,1586,Attached single-family,2,1,5
200000,1586,Attached single-family,2,1,5
236500,1088,Attached single-family,1,1,5
255000,1616,Attached single-family,2,1,5
270000,1360,Attached single-family,2,1,5
301500,1360,Attached single-family,2,1,5
250000,1212,Attached single-family,2,1,5
290000,1565,Attached single-family,2,1,3
302000,1735,Attached single-family,3,0,3
312000,1713,Attached single-family,2,1,3
285000,1735,Attached single-family,2,1,3
300000,1724,Attached single-family,2,1,3
320000,1724,Attached single-family,3,0,3
285000,1724,Attached single-family,3,1,3
345000,2026,Detached single-family,2,1,3
431000,2540,Detached single-family,2,1,3
439000,2180,Detached single-family,2,1,3
410000,2260,Detached single-family,2,1,3
390000,1803,Detached single-family,2,0,3
445000,2256,Detached single-family,3,0,3
367000,1962,Detached single-family,2,0,3
374000,1464,Detached single-family,2,0,3
380500,1781,Attached single-family,2,1,3
406500,1949,Attached single-family,2,1,3
379500,1775,Attached single-family,2,1,3
361000,1600,Attached single-family,2,1,3
402500,1931,Attached single-family,2,1,3
398500,1950,Attached single-family,2,1,3
369500,1777,Attached single-family,2,1,3
360500,1600,Attached single-family,2,1,3
390000,1931,Attached single-family,2,1,3
398000,1925,Attached single-family,2,1,3
370000,1794,Attached single-family,2,1,3
389000,1911,Attached single-family,2,1,3
379000,1932,Attached single-family,2,1,3
358500,1775,Attached single-family,2,1,3
357500,1600,Attached single-family,2,1,3
387500,1931,Attached single-family,2,1,3
362000,2253,Attached single-family,3,1,3
341500,1930,Attached single-family,2,1,3
352000,1930,Attached single-family,2,1,3
352500,2253,Attached single-family,3,1,3
308000,1596,Attached single-family,2,1,3
337000,1806,Attached single-family,2,1,3
351500,1937,Attached single-family,2,1,3
360000,1930,Attached single-family,2,1,3
332500,1600,Attached single-family,2,1,3
340000,1781,Attached single-family,2,1,3
363000,1951,Attached single-family,2,1,3
373000,1945,Attached single-family,2,1,3
350000,1781,Attached single-family,2,1,3
328000,1596,Attached single-family,2,1,3
372500,1930,Attached single-family,2,1,3
406500,1930,Attached single-family,2,1,3
430000,2253,Attached single-family,2,1,3
405500,1930,Attached single-family,2,1,3
355500,1600,Attached single-family,2,1,3
383500,1781,Attached single-family,2,1,3
402500,1951,Attached single-family,2,1,3
409000,1930,Attached single-family,2,1,3
434500,2253,Attached single-family,2,1,3
386500,1781,Attached single-family,2,1,3
383000,1944,Attached single-family,2,1,3
357500,1781,Attached single-family,2,1,3
352500,1600,Attached single-family,2,1,3
387500,1930,Attached single-family,2,1,3
368000,1951,Attached single-family,2,1,3
324500,1596,Attached single-family,2,1,3
361500,1930,Attached single-family,2,1,3
350000,2477,Detached single-family,2,0,3
634000,3190,Detached single-family,4,0,3
642000,3326,Detached single-family,3,1,3
624500,2877,Detached single-family,4,0,3
631000,3301,Detached single-family,3,1,3
575000,3288,Detached single-family,3,1,3
436500,1986,Detached single-family,3,0,3
469000,2399,Detached single-family,3,0,3
447000,2088,Detached single-family,3,0,3
442000,2406,Detached single-family,3,0,3
425000,2098,Detached single-family,3,0,3
458500,2421,Detached single-family,3,1,3
438500,1975,Detached single-family,3,1,3
450000,1617,Detached single-family,2,0,3
499000,2580,Detached single-family,2,1,3
427500,1893,Detached single-family,2,1,3
441000,2033,Detached single-family,2,1,3
460000,2567,Detached single-family,2,1,3
391000,2209,Detached single-family,2,1,3
470000,2567,Detached single-family,2,1,3
415000,2030,Detached single-family,2,1,3
386000,2148,Detached single-family,2,1,3
425000,3022,Detached single-family,3,1,3
463000,2976,Detached single-family,3,1,3
392000,3024,Detached single-family,3,0,3
450000,1588,Detached single-family,2,0,3
250000,1518,Detached single-family,2,1,3
350000,2092,Detached single-family,2,1,3
476000,2132,Detached single-family,2,1,3
465000,2116,Detached single-family,2,1,3
545000,1792,Detached single-family,2,0,3
325000,1388,Attached single-family,2,1,3
310000,1464,Attached single-family,2,1,3
355000,1775,Attached single-family,2,1,3
130000,1252,Detached single-family,2,0,3
350000,2200,Detached single-family,2,1,3
650000,3143,Detached single-family,3,1,3
529000,2812,Detached single-family,3,1,3
460000,2933,Detached single-family,3,0,3
550000,3340,Detached single-family,4,1,3
352000,1874,Attached single-family,2,1,3
350000,1675,Attached single-family,2,1,3
315000,1536,Attached single-family,2,1,3
345000,1675,Attached single-family,2,1,3
458000,2684,Detached single-family,2,1,3
505000,3556,Detached single-family,4,1,3
540000,3557,Detached single-family,5,1,3
565000,3335,Detached single-family,4,1,3
540000,3467,Detached single-family,4,1,3
390000,1771,Detached single-family,2,1,3
461000,2296,Detached single-family,2,1,3
510000,3177,Detached single-family,2,1,3
385000,2156,Detached single-family,2,1,3
462000,2156,Detached single-family,2,1,3
495000,2857,Detached single-family,4,0,3
460500,2584,Detached single-family,3,1,3
485000,2272,Detached single-family,2,1,3
492500,2482,Detached single-family,3,0,3
568000,3352,Detached single-family,5,1,3
499000,2840,Detached single-family,3,0,3
447000,2694,Detached single-family,2,1,3
1350000,4238,Detached single-family,3,1,3
360000,2982,Detached single-family,3,1,3
680000,1610,Detached single-family,2,0,3
451000,2530,Detached single-family,2,1,3
455000,2496,Detached single-family,3,0,3
529500,1869,Detached single-family,3,1,3
550000,2988,Detached single-family,2,1,3
451000,2300,Detached single-family,2,1,3
526000,3856,Detached single-family,5,0,3
525000,3101,Detached single-family,3,0,3
550000,3078,Detached single-family,3,0,3
493000,2806,Detached single-family,3,0,3
437000,2596,Detached single-family,2,1,3
471000,2696,Detached single-family,3,0,3
445000,2642,Detached single-family,2,0,3
422500,2642,Detached single-family,3,0,3
535000,3043,Detached single-family,4,0,3
510000,3007,Detached single-family,3,0,3
419000,3294,Detached single-family,3,0,3
500000,3439,Detached single-family,3,0,3
552000,3232,Detached single-family,3,0,3
485500,2820,Detached single-family,3,1,3
418500,2206,Detached single-family,2,1,3
490000,3252,Detached single-family,3,0,3
423000,2801,Detached single-family,2,1,3
589000,2541,Detached single-family,3,1,3
500000,2494,Detached single-family,3,0,3
435000,2720,Detached single-family,2,1,3
455000,2340,Detached single-family,2,0,3
475000,2252,Detached single-family,2,0,3
450000,2566,Detached single-family,2,0,3
485000,3495,Detached single-family,3,1,3
365000,1682,Attached single-family,2,1,3
435000,2278,Detached single-family,2,0,3
298000,1473,Attached single-family,2,1,3
390000,1892,Attached single-family,2,1,3
380000,1818,Attached single-family,2,1,3
350000,1428,Attached single-family,2,1,3
370000,1720,Attached single-family,2,1,3
415000,1909,Attached single-family,2,1,3
350000,1600,Attached single-family,2,1,3
415000,1940,Attached single-family,2,1,3
359000,1700,Attached single-family,2,1,3
395000,1842,Attached single-family,2,1,3
357000,1768,Attached single-family,2,1,3
366000,1786,Attached single-family,2,1,3
401000,1639,Attached single-family,2,1,3
420000,1852,Attached single-family,2,1,3
400000,1776,Attached single-family,2,1,3
390000,1767,Attached single-family,2,1,3
430000,2620,Detached single-family,2,0,3
415000,2482,Detached single-family,2,0,3
475000,2435,Detached single-family,2,1,3
398000,2160,Detached single-family,2,0,3
435000,2521,Detached single-family,2,1,3
410000,1956,Detached single-family,2,1,3
450000,2399,Detached single-family,2,1,3
395000,2536,Detached single-family,2,1,3
550000,3697,Detached single-family,2,1,3
410000,2243,Detached single-family,2,1,3
450000,2264,Detached single-family,2,0,3
490000,2859,Detached single-family,2,0,3
460000,2552,Detached single-family,2,0,3
455000,2712,Detached single-family,3,0,3
510000,3685,Detached single-family,3,0,3
600000,3769,Detached single-family,4,0,3
528500,3606,Detached single-family,3,0,3
551000,3348,Detached single-family,3,0,3
515000,3703,Detached single-family,2,1,3
445000,3698,Detached single-family,2,1,3
405000,3713,Detached single-family,3,0,3
420000,2894,Detached single-family,2,1,3
412000,2110,Detached single-family,2,0,3
461000,3089,Detached single-family,2,1,3
475000,3083,Detached single-family,3,1,3
440000,2482,Detached single-family,2,1,3
546000,3512,Detached single-family,3,0,3
528000,3455,Detached single-family,3,1,3
495000,3690,Detached single-family,4,0,3
430000,3572,Detached single-family,2,1,3
250000,2316,Detached single-family,2,1,3
470000,2919,Detached single-family,3,1,3
407500,2009,Detached single-family,2,1,3
385000,2282,Detached single-family,2,1,3
412000,2057,Detached single-family,2,1,3
375000,3089,Detached single-family,2,1,3
434000,2671,Detached single-family,2,1,3
420000,3626,Detached single-family,2,1,3
389500,2675,Detached single-family,2,1,3
430000,2682,Detached single-family,2,1,3
493500,2426,Detached single-family,3,0,3
470000,2570,Detached single-family,3,0,3
418000,2244,Detached single-family,2,1,3
470000,2462,Detached single-family,2,1,3
450000,2280,Detached single-family,2,1,3
490000,2733,Detached single-family,3,0,3
425000,2343,Detached single-family,2,1,3
475000,2567,Detached single-family,3,0,3
462000,2567,Detached single-family,3,0,3
1022000,2722,Detached single-family,2,1,3
1030000,3488,Detached single-family,3,1,3
975000,3166,Detached single-family,3,1,3
505000,2405,Detached single-family,2,1,3
450000,1965,Detached single-family,2,0,3
450000,2258,Detached single-family,2,1,3
400000,2044,Detached single-family,2,1,3
435000,1804,Detached single-family,3,0,3
350000,1482,Detached single-family,2,0,3
352000,1482,Detached single-family,2,0,3
400000,2164,Detached single-family,2,1,3
347000,1132,Detached single-family,2,0,3
391000,1817,Detached single-family,2,1,3
415000,2056,Detached single-family,2,1,3
322000,1186,Detached single-family,2,0,3
360000,2892,Detached single-family,2,1,3
485000,2248,Detached single-family,2,1,3
340000,1944,Detached single-family,2,0,3
385000,1674,Detached single-family,2,0,3
380000,1492,Detached single-family,2,0,3
355000,1892,Detached single-family,2,1,3
385000,1728,Detached single-family,2,1,3
334000,1442,Detached single-family,2,1,3
330000,1226,Detached single-family,2,0,3
320000,1194,Detached single-family,2,0,3
355000,2392,Detached single-family,2,1,3
325000,1226,Detached single-family,2,0,3
384500,1385,Detached single-family,2,0,3
324000,1380,Detached single-family,2,1,3
330000,1551,Detached single-family,2,0,3
375000,1952,Detached single-family,2,1,3
370000,1514,Detached single-family,2,0,3
370000,1785,Detached single-family,2,1,3
376000,1855,Detached single-family,2,1,3
305000,1762,Detached single-family,2,0,3
341000,1648,Detached single-family,2,1,3
232500,1255,Detached single-family,2,0,3
375000,1640,Detached single-family,2,0,3
424000,2948,Detached single-family,3,0,3
380000,2399,Detached single-family,2,1,3
445000,2590,Detached single-family,2,1,3
374000,1633,Detached single-family,2,1,3
378000,1820,Detached single-family,2,1,3
515000,3191,Detached single-family,2,1,3
497500,2523,Detached single-family,2,1,3
410000,1652,Detached single-family,2,0,3
495000,2539,Detached single-family,2,1,3
480000,2713,Detached single-family,2,1,3
287000,1327,Attached single-family,2,1,3
275000,1406,Attached single-family,2,1,3
306000,1737,Attached single-family,3,0,3
280000,1327,Attached single-family,2,1,3
301000,1600,Attached single-family,2,1,3
320000,1737,Attached single-family,3,0,3
355000,1548,Detached single-family,2,1,3
346000,1998,Detached single-family,2,1,3
392000,2043,Detached single-family,2,1,3
299000,1253,Detached single-family,2,0,3
378000,1384,Detached single-family,2,0,3
305000,1838,Attached single-family,2,1,3
475000,2345,Detached single-family,3,0,3
403000,1882,Detached single-family,2,1,3
400000,2054,Detached single-family,2,0,3
418500,2201,Detached single-family,2,1,3
462500,2345,Detached single-family,2,1,3
340000,1792,Detached single-family,2,1,3
410500,1820,Detached single-family,2,1,3
360000,1683,Detached single-family,2,0,3
330000,1474,Detached single-family,2,0,3
400000,1790,Detached single-family,2,1,3
440000,2273,Detached single-family,2,1,3
380000,1820,Detached single-family,2,1,3
388000,2364,Detached single-family,2,1,3
375000,1900,Detached single-family,2,1,3
385000,1630,Detached single-family,2,1,3
321000,1452,Detached single-family,2,1,3
435000,2340,Detached single-family,2,1,3
349000,1864,Detached single-family,2,1,3
375000,1900,Detached single-family,2,1,3
290000,2394,Detached single-family,2,1,3
417000,1830,Detached single-family,2,1,3
373000,2057,Detached single-family,2,1,3
379000,3084,Detached single-family,2,1,3
335000,1269,Detached single-family,2,0,3
650000,2896,Detached single-family,3,0,3
265000,476,Detached single-family,1,0,3
495000,2830,Detached single-family,2,0,3
480000,2920,Detached single-family,3,0,3
442000,2360,Detached single-family,2,1,3
350000,1558,Detached single-family,2,0,3
427500,2062,Detached single-family,2,1,3
418000,2570,Detached single-family,2,1,3
391500,2040,Detached single-family,2,0,3
408000,2056,Detached single-family,2,0,3
454500,3412,Detached single-family,2,1,3
435000,2569,Detached single-family,2,1,3
350000,1738,Detached single-family,2,1,3
466000,2929,Detached single-family,3,0,3
445000,2540,Detached single-family,2,1,3
217000,2057,Detached single-family,2,0,3
317500,1491,Detached single-family,2,0,3
370000,1498,Detached single-family,2,0,3
470000,2865,Detached single-family,2,1,3
296000,1363,Detached single-family,2,0,3
380000,1353,Detached single-family,2,0,3
427000,1554,Detached single-family,2,1,3
365000,1512,Detached single-family,2,0,3
324000,1231,Detached single-family,2,0,3
370000,1790,Detached single-family,2,1,3
449000,2300,Detached single-family,2,1,3
420000,2008,Detached single-family,2,1,3
350000,1542,Detached single-family,2,1,3
454500,3188,Detached single-family,2,1,3
359000,1440,Detached single-family,2,1,3
365000,1530,Detached single-family,2,0,3
331000,1440,Detached single-family,2,1,3
375000,1791,Detached single-family,2,1,3
380000,1424,Detached single-family,2,1,3
325000,1079,Detached single-family,2,0,3
368500,1489,Detached single-family,2,1,3
360000,1600,Detached single-family,2,1,3
365000,1732,Detached single-family,2,1,3
275000,1659,Detached single-family,2,1,3
343000,1708,Attached single-family,2,1,3
325000,1708,Attached single-family,2,1,3
339000,1477,Detached single-family,2,0,3
360000,1882,Detached single-family,2,1,3
367000,1799,Detached single-family,2,1,3
335000,1672,Detached single-family,2,1,3
366000,1448,Detached single-family,2,1,3
300000,1508,Detached single-family,2,0,3
202500,1517,Detached single-family,2,0,3
366000,1753,Detached single-family,2,1,3
318500,1204,Detached single-family,2,0,3
335500,1209,Detached single-family,2,0,3
175000,1209,Detached single-family,2,0,3
380000,1608,Detached single-family,2,1,3
322000,1261,Detached single-family,2,0,3
491500,1340,Detached single-family,2,1,3
396000,1668,Detached single-family,2,1,3
325000,1608,Detached single-family,2,1,3
365000,1594,Detached single-family,2,1,3
381500,1728,Detached single-family,2,1,3
272000,2575,Detached single-family,3,1,3
335000,1720,Detached single-family,2,0,3
78000,1976,Detached single-family,2,1,3
260000,1346,Detached single-family,2,0,3
375000,1763,Detached single-family,2,0,3
291000,1188,Detached single-family,2,0,3
245000,1188,Detached single-family,1,0,3
271000,1040,Detached single-family,1,0,3
280000,1860,Detached single-family,2,0,3
200000,1188,Detached single-family,2,0,3
260000,996,Detached single-family,1,0,3
230000,1040,Detached single-family,1,0,3
80000,1272,Detached single-family,1,1,3
275000,976,Detached single-family,1,0,3
260000,1784,Detached single-family,2,1,3
190000,1304,Attached single-family,2,1,3
153000,1374,Attached single-family,2,0,3
264500,1374,Attached single-family,2,0,3
260000,1304,Attached single-family,2,1,3
225000,960,Attached single-family,1,1,3
243500,1088,Attached single-family,2,1,3
206000,976,Attached single-family,1,1,3
254000,1304,Attached single-family,2,1,3
240000,1304,Attached single-family,2,1,3
270000,1383,Attached single-family,2,1,3
265000,1374,Attached single-family,2,0,3
201500,976,Attached single-family,1,1,3
256000,1374,Attached single-family,2,0,3
230000,1088,Attached single-family,2,1,3
225000,1095,Attached single-family,2,1,3
215000,1062,Attached single-family,2,0,3
235000,1383,Attached single-family,2,1,3
270000,1383,Attached single-family,2,1,3
246000,1320,Attached single-family,2,1,3
280000,1366,Attached single-family,2,1,3
275000,1326,Attached single-family,2,1,3
277000,1383,Attached single-family,2,1,3
208500,1095,Attached single-family,2,1,3
255000,1366,Attached single-family,2,1,3
235000,1320,Attached single-family,2,1,3
280000,1326,Attached single-family,2,1,3
235000,1096,Attached single-family,2,1,3
230000,1030,Attached single-family,2,1,3
350000,1659,Detached single-family,2,0,3
510000,3271,Detached single-family,3,0,3
470000,2953,Detached single-family,3,0,3
480000,2608,Detached single-family,3,0,3
469000,2722,Detached single-family,3,1,3
435000,2895,Detached single-family,3,0,3
480000,2902,Detached single-family,2,1,3
445000,2689,Detached single-family,2,0,3
524000,2849,Detached single-family,3,1,3
470000,2844,Detached single-family,2,1,3
546500,4078,Detached single-family,3,1,3
507000,3225,Detached single-family,3,0,3
404000,2343,Detached single-family,2,1,3
420500,2444,Detached single-family,2,1,3
460000,2201,Detached single-family,2,1,3
345000,1595,Detached single-family,2,0,3
200000,1275,Detached single-family,2,0,3
326000,1582,Detached single-family,2,0,3
380000,2156,Detached single-family,2,1,3
362000,1562,Detached single-family,2,0,3
301000,1610,Detached single-family,2,0,3
301000,1582,Detached single-family,2,0,3
331000,1755,Detached single-family,2,0,3
195000,1120,Detached single-family,2,0,3
327000,1639,Detached single-family,2,0,3
350000,1798,Detached single-family,2,0,3
361500,1743,Detached single-family,2,1,3
261000,1104,Detached single-family,1,0,3
240000,1209,Detached single-family,1,1,3
400000,1986,Detached single-family,3,0,3
250000,2076,Detached single-family,3,1,3
339000,2035,Detached single-family,2,1,3
306000,1328,Detached single-family,2,0,3
365000,1548,Detached single-family,2,1,3
310000,1130,Detached single-family,2,0,3
318000,1500,Detached single-family,2,0,3
300500,1488,Detached single-family,2,0,3
325000,1788,Detached single-family,2,1,3
333500,2070,Detached single-family,2,1,3
337000,1590,Detached single-family,2,0,3
355500,1897,Detached single-family,2,1,3
310000,1176,Detached single-family,2,0,3
300000,1320,Attached single-family,2,2,3
253000,1442,Attached single-family,2,1,3
320000,1432,Attached single-family,2,1,3
260000,1480,Attached single-family,2,1,3
255000,1480,Attached single-family,2,1,3
298000,1400,Attached single-family,2,1,3
299500,1480,Attached single-family,2,1,3
336000,1492,Attached single-family,2,1,3
381500,1665,Detached single-family,2,0,3
340000,1893,Detached single-family,2,1,3
253000,1698,Detached single-family,2,1,3
330000,1466,Detached single-family,2,0,3
372000,2168,Detached single-family,2,1,3
205000,1516,Detached single-family,2,0,3
418000,2213,Detached single-family,2,1,3
400000,2368,Detached single-family,2,1,3
403000,2689,Detached single-family,2,1,3
372000,2394,Detached single-family,2,1,3
425000,1840,Detached single-family,2,0,3
400000,2204,Detached single-family,2,1,3
430000,2436,Detached single-family,2,1,3
426500,1890,Detached single-family,2,1,3
425000,2088,Detached single-family,2,1,3
324000,1417,Detached single-family,2,0,3
308000,2160,Attached single-family,3,1,3
418000,1642,Detached single-family,2,1,3
393000,2385,Detached single-family,2,1,3
439000,2447,Detached single-family,2,1,3
425000,2059,Detached single-family,3,0,3
371000,1518,Detached single-family,2,0,3
250000,1516,Detached single-family,2,0,3
335000,1360,Detached single-family,2,0,3
330000,2174,Attached single-family,3,1,3
303000,1920,Attached single-family,2,1,3
245000,1496,Attached single-family,2,1,3
270000,1448,Attached single-family,2,1,3
305000,2172,Attached single-family,2,2,3
330000,2242,Attached single-family,3,1,3
278000,1416,Attached single-family,2,1,3
261500,1452,Attached single-family,2,1,3
353000,1956,Attached single-family,2,1,3
357500,2160,Attached single-family,2,1,3
321500,1835,Attached single-family,2,1,3
315000,1849,Attached single-family,2,1,3
363000,2085,Attached single-family,2,1,3
302000,1295,Detached single-family,2,0,3
380000,1502,Detached single-family,2,0,3
375000,1762,Detached single-family,3,1,3
293000,1000,Detached single-family,2,0,3
340000,1290,Detached single-family,2,0,3
371500,2060,Detached single-family,2,1,3
302000,1289,Detached single-family,2,0,3
342500,1588,Detached single-family,2,1,3
385000,2044,Detached single-family,2,1,3
325000,1518,Attached single-family,2,1,3
299000,1512,Attached single-family,2,1,3
312000,1424,Attached single-family,2,1,3
295000,1440,Attached single-family,2,1,3
316500,1512,Attached single-family,2,1,3
340500,1512,Attached single-family,2,1,3
303000,1512,Attached single-family,2,1,3
290000,1512,Attached single-family,2,1,3
369000,1834,Attached single-family,2,1,3
330000,1768,Attached single-family,2,1,3
415000,2253,Detached single-family,2,1,3
405000,2694,Detached single-family,2,1,3
440000,2479,Detached single-family,2,1,3
431500,2249,Detached single-family,2,1,3
263000,1374,Attached single-family,2,0,3
252000,1374,Attached single-family,2,0,3
240000,1304,Attached single-family,2,1,3
205000,1088,Attached single-family,2,1,3
165000,976,Attached single-family,1,1,3
259500,1374,Attached single-family,2,0,3
240500,1304,Attached single-family,2,1,3
232500,1374,Attached single-family,2,0,3
369000,1824,Detached single-family,2,1,3
333000,1591,Detached single-family,2,1,3
339500,1340,Detached single-family,2,0,3
358000,1628,Detached single-family,2,1,3
345000,1738,Detached single-family,2,0,3
422000,1529,Detached single-family,2,0,3
325000,1368,Detached single-family,2,0,3
400000,1892,Detached single-family,2,1,3
380000,1466,Detached single-family,2,0,3
369000,1581,Detached single-family,2,1,3
455000,2474,Detached single-family,2,1,3
364500,1730,Detached single-family,2,1,3
365000,1430,Detached single-family,2,0,3
375500,1816,Detached single-family,2,0,3
460000,2377,Detached single-family,2,1,3
440500,2309,Detached single-family,2,1,3
452000,2038,Detached single-family,2,1,3
420000,2442,Detached single-family,2,1,3
355000,1567,Detached single-family,2,0,3
415000,1941,Detached single-family,2,1,3
425000,2692,Detached single-family,2,1,3
415000,2018,Detached single-family,2,0,3
401500,1789,Detached single-family,2,0,3
850000,1068,Detached single-family,2,0,3
385000,1533,Detached single-family,2,1,3
345000,1610,Detached single-family,2,1,3
365000,1505,Detached single-family,2,1,3
345000,1472,Detached single-family,2,1,3
339500,1630,Detached single-family,2,1,3
375000,1403,Detached single-family,2,0,3
450000,3073,Detached single-family,3,0,3
400000,1796,Attached single-family,2,1,3
392500,1796,Attached single-family,2,1,3
400000,1816,Attached single-family,2,1,3
378000,1796,Attached single-family,2,1,3
392500,1796,Attached single-family,2,1,3
400000,1796,Attached single-family,2,1,3
409000,1796,Attached single-family,2,1,3
398000,1816,Attached single-family,2,1,3
394500,1796,Attached single-family,2,1,3
417000,1796,Attached single-family,2,1,3
376000,1540,Attached single-family,2,1,3
450000,2058,Attached single-family,2,1,3
405000,1661,Attached single-family,2,1,3
413000,1661,Attached single-family,2,1,3
409000,1661,Attached single-family,2,1,3
410000,1661,Attached single-family,2,1,3
385000,2058,Attached single-family,2,1,3
370000,1548,Attached single-family,2,1,3
222000,934,Detached single-family,1,1,3
243000,1106,Detached single-family,1,0,3
349000,2360,Attached single-family,2,1,3
335000,1880,Attached single-family,2,1,3
342000,2180,Attached single-family,2,1,3
350000,2360,Attached single-family,2,1,3
333500,1880,Attached single-family,2,1,3
290000,2240,Attached single-family,2,1,3
310000,1900,Attached single-family,2,1,3
330000,2000,Attached single-family,2,1,3
365000,2360,Attached single-family,2,2,3
287000,1558,Attached single-family,2,1,3
332000,2000,Attached single-family,2,1,3
340000,2180,Attached single-family,2,1,3
330000,2120,Attached single-family,2,1,3
333000,2120,Attached single-family,2,1,3
397500,2424,Attached single-family,2,1,3
405000,2910,Attached single-family,3,1,3
400000,2627,Attached single-family,3,1,3
345000,1995,Attached single-family,3,1,3
380000,2424,Attached single-family,2,1,3
365000,2424,Attached single-family,2,1,3
380000,2424,Attached single-family,2,1,3
321500,2805,Attached single-family,3,1,3
423000,2805,Attached single-family,3,1,3
429500,2112,Detached single-family,2,1,3
380000,1974,Attached single-family,2,1,3
330000,1584,Attached single-family,2,1,3
350000,1860,Attached single-family,2,1,3
319000,1938,Detached single-family,3,0,3
297000,1249,Detached single-family,2,0,3
230000,960,Detached single-family,1,1,3
150000,880,Detached single-family,1,0,3
275000,1245,Detached single-family,2,0,3
152000,2108,Detached single-family,1,1,3
378000,2520,Attached single-family,2,1,3
393000,2142,Attached single-family,3,1,3
330000,2360,Attached single-family,2,2,3
370000,2492,Attached single-family,2,1,3
370000,2332,Attached single-family,2,1,3
330000,1940,Attached single-family,2,1,3
306000,1940,Attached single-family,2,1,3
260000,1080,Detached single-family,1,0,3
300000,1800,Detached single-family,3,0,3
296000,1270,Detached single-family,2,0,3
340000,1673,Attached single-family,2,1,3
355000,1684,Attached single-family,2,1,3
380000,1673,Attached single-family,2,1,3
420000,2184,Attached single-family,3,1,3
408000,2177,Attached single-family,3,1,3
400000,2177,Attached single-family,2,1,3
410000,2170,Attached single-family,3,1,3
385000,1684,Attached single-family,2,1,3
397500,2191,Attached single-family,3,1,3
415000,2191,Attached single-family,3,1,3
420000,2177,Attached single-family,3,1,3
50000,2188,Attached single-family,3,1,3
410000,2188,Attached single-family,3,1,3
335000,1680,Attached single-family,2,1,3
355000,1687,Attached single-family,2,1,3
375000,1691,Attached single-family,2,1,3
420000,2184,Attached single-family,3,1,3
260000,1765,Attached single-family,2,1,3
320000,1792,Detached single-family,2,1,3
285000,1328,Detached single-family,2,1,3
315000,1552,Detached single-family,2,1,3
320500,1312,Detached single-family,2,1,3
300000,1762,Detached single-family,2,1,3
280000,1100,Detached single-family,2,0,3
180000,1101,Attached single-family,2,1,3
257000,1168,Detached single-family,2,0,3
185000,1072,Attached single-family,2,1,3
292500,1436,Detached single-family,2,0,3
215000,1488,Detached single-family,1,1,6
365000,1796,Detached single-family,2,1,6
349500,1813,Detached single-family,2,1,6
359000,1768,Detached single-family,2,1,6
295000,1305,Detached single-family,2,0,6
460000,3594,Attached single-family,3,3,6
260000,1536,Attached single-family,2,1,6
280000,1536,Attached single-family,2,1,6
275000,1760,Attached single-family,2,1,6
307000,1536,Attached single-family,2,1,6
281000,1536,Attached single-family,2,1,6
310500,2205,Attached single-family,2,1,6
310000,2112,Attached single-family,3,1,6
