amt_price,heatedarea,hometype,fullbaths,halfbaths,District
450000,2561,Detached single-family,2,1,7
500000,2788,Detached single-family,2,1,7
500500,2628,Detached single-family,2,1,7
550000,2898,Detached single-family,2,1,7
461500,1979,Detached single-family,2,0,7
325000,1141,Detached single-family,2,0,7
685000,2813,Detached single-family,3,1,7
425000,2219,Detached single-family,2,1,7
450000,2165,Detached single-family,2,1,7
551500,2556,Detached single-family,3,0,7
423000,1858,Detached single-family,3,0,7
435000,1721,Detached single-family,2,0,7
454000,2348,Detached single-family,2,1,7
410000,2348,Detached single-family,2,1,7
415000,2016,Detached single-family,2,1,7
550000,3508,Detached single-family,3,1,7
601000,3240,Detached single-family,2,1,7
520000,3761,Detached single-family,4,0,7
590000,3762,Detached single-family,3,0,7
573000,3545,Detached single-family,3,1,7
500000,3506,Detached single-family,3,1,7
459000,2668,Detached single-family,2,1,7
360000,2492,Detached single-family,2,1,7
465000,2200,Detached single-family,3,0,7
489500,2200,Detached single-family,3,0,7
410000,1703,Detached single-family,2,0,7
420000,1980,Detached single-family,2,1,7
450000,1803,Detached single-family,2,0,7
525000,2274,Detached single-family,3,0,7
600000,3605,Detached single-family,3,0,7
615000,3389,Detached single-family,3,1,7
715000,3674,Detached single-family,4,0,7
576000,2878,Detached single-family,3,1,7
542000,2964,Detached single-family,2,1,7
565000,2996,Detached single-family,3,0,7
652000,2813,Detached single-family,2,1,7
620000,2752,Detached single-family,2,1,7
762500,4846,Detached single-family,3,2,7
680000,2945,Detached single-family,3,1,7
760000,2680,Detached single-family,2,1,7
1000500,4496,Detached single-family,4,1,7
918000,4711,Detached single-family,4,1,7
775500,3905,Detached single-family,5,0,7
1012500,3869,Detached single-family,4,1,7
988000,4241,Detached single-family,4,1,7
803000,3519,Detached single-family,4,0,7
891500,3734,Detached single-family,4,1,7
840000,3413,Detached single-family,4,0,7
300000,7638,Detached single-family,5,1,7
975000,3525,Detached single-family,4,1,7
850000,2740,Detached single-family,3,1,7
710000,2482,Detached single-family,3,0,7
685000,2778,Detached single-family,3,1,7
820000,4188,Detached single-family,4,1,7
593000,2147,Attached single-family,2,1,7
635000,2564,Attached single-family,3,1,7
665000,2564,Attached single-family,3,1,7
674000,2524,Attached single-family,3,1,7
653000,2524,Attached single-family,3,1,7
661000,2524,Attached single-family,3,1,7
637000,2524,Attached single-family,3,1,7
686000,2524,Attached single-family,3,1,7
630000,2524,Attached single-family,3,1,7
487000,1977,Attached single-family,3,1,7
440500,1541,Attached single-family,2,1,7
490500,1981,Attached single-family,3,1,7
570500,1952,Attached single-family,3,1,7
533500,1978,Attached single-family,3,1,7
572000,1950,Attached single-family,3,1,7
553500,1950,Attached single-family,3,0,7
477000,1508,Attached single-family,2,1,7
499500,1981,Attached single-family,3,1,7
534500,1950,Attached single-family,3,1,7
700000,2832,Detached single-family,2,1,7
645000,3135,Detached single-family,2,1,7
440500,1826,Detached single-family,2,0,7
530000,2604,Detached single-family,2,1,7
875000,3948,Detached single-family,4,0,7
435000,1968,Detached single-family,2,1,7
671000,3032,Detached single-family,2,1,7
510000,1896,Detached single-family,3,0,7
641000,3017,Detached single-family,2,1,7
625000,3046,Detached single-family,2,1,7
685000,2490,Detached single-family,2,1,7
600000,3380,Detached single-family,2,1,7
607500,2892,Detached single-family,2,1,7
580000,2646,Detached single-family,2,1,7
715000,3490,Detached single-family,2,1,7
727500,3720,Detached single-family,3,1,7
495000,3222,Detached single-family,2,1,7
500000,2974,Detached single-family,2,1,7
805000,3312,Detached single-family,3,0,7
625000,2703,Detached single-family,2,1,7
700000,3134,Detached single-family,4,0,7
603000,3162,Detached single-family,2,1,7
635000,2856,Detached single-family,2,2,7
720000,2464,Detached single-family,2,1,7
710000,3016,Detached single-family,2,1,7
638500,4046,Detached single-family,3,1,7
690000,3274,Detached single-family,2,1,7
763000,3315,Detached single-family,3,1,7
611000,3405,Detached single-family,4,0,7
442000,1940,Detached single-family,2,1,7
450500,2246,Detached single-family,2,1,7
550000,2499,Detached single-family,2,1,7
725000,4793,Detached single-family,4,1,7
850000,2863,Detached single-family,2,1,7
727000,4739,Detached single-family,4,1,7
630000,3485,Detached single-family,4,0,7
585000,2719,Detached single-family,3,0,7
575000,3502,Detached single-family,4,0,7
446000,1778,Detached single-family,2,0,7
519500,3268,Detached single-family,2,1,7
431000,2186,Detached single-family,2,1,7
570000,2131,Detached single-family,2,1,7
980500,5222,Detached single-family,5,0,7
950000,3991,Detached single-family,4,0,7
926500,3953,Detached single-family,4,1,7
1094500,5204,Detached single-family,5,1,7
1006500,4688,Detached single-family,4,1,7
976000,3977,Detached single-family,4,0,7
1119500,4996,Detached single-family,5,0,7
956500,3737,Detached single-family,4,0,7
1021000,3530,Detached single-family,3,1,7
1110500,5194,Detached single-family,4,1,7
999500,5254,Detached single-family,5,1,7
1001000,5014,Detached single-family,5,1,7
965500,4484,Detached single-family,4,1,7
998500,5002,Detached single-family,5,1,7
1024500,5194,Detached single-family,4,1,7
995500,5226,Detached single-family,5,0,7
904000,4452,Detached single-family,4,0,7
758000,3172,Detached single-family,4,0,7
765000,3690,Detached single-family,3,1,7
889500,3690,Detached single-family,4,1,7
784500,3104,Detached single-family,4,0,7
838500,3216,Detached single-family,3,1,7
725500,3772,Detached single-family,3,1,7
821500,3562,Detached single-family,4,1,7
816000,3205,Detached single-family,4,0,7
721000,2730,Detached single-family,2,1,7
754500,3562,Detached single-family,4,1,7
767500,3237,Detached single-family,3,1,7
726500,3562,Detached single-family,4,1,7
817000,3562,Detached single-family,4,1,7
751500,3580,Detached single-family,4,1,7
750000,3184,Detached single-family,3,1,7
560000,2016,Detached single-family,2,1,7
520000,2417,Detached single-family,2,1,7
555000,2628,Detached single-family,2,1,7
345000,1436,Detached single-family,2,1,7
350000,1444,Detached single-family,2,1,7
375000,1436,Detached single-family,2,1,7
315000,1320,Attached single-family,2,1,7
326000,1340,Attached single-family,2,1,7
335000,1360,Attached single-family,2,1,7
335000,1320,Attached single-family,2,1,7
290000,1340,Attached single-family,2,1,7
325000,1340,Attached single-family,2,1,7
485000,2352,Detached single-family,2,1,7
465000,2052,Detached single-family,2,1,7
485000,2032,Detached single-family,2,1,7
490000,2328,Detached single-family,2,1,7
561500,2892,Detached single-family,2,1,7
606000,2570,Detached single-family,2,1,7
497000,2417,Detached single-family,2,1,7
550000,2863,Detached single-family,2,1,7
570000,2617,Detached single-family,2,1,7
602500,2529,Detached single-family,2,1,7
530000,2389,Detached single-family,2,1,7
599000,2603,Detached single-family,2,1,7
535000,3466,Detached single-family,3,1,7
320000,1436,Detached single-family,2,1,7
365000,1436,Detached single-family,2,1,7
370000,1436,Detached single-family,2,1,7
300000,1444,Detached single-family,2,1,7
310000,1720,Detached single-family,2,1,7
94500,1405,Detached single-family,2,0,2
515000,2246,Detached single-family,2,1,2
490000,2209,Detached single-family,2,1,2
555000,2587,Detached single-family,3,0,2
627000,3173,Detached single-family,2,1,2
607500,2846,Detached single-family,2,1,2
600000,2929,Detached single-family,2,1,2
800000,4195,Detached single-family,3,1,2
1125000,4030,Detached single-family,2,1,2
1160000,5404,Detached single-family,3,1,2
708500,3793,Detached single-family,4,1,2
737500,3292,Detached single-family,4,0,2
685000,3538,Detached single-family,3,0,2
620000,3041,Detached single-family,3,0,2
700000,1624,Detached single-family,2,0,2
805000,3574,Detached single-family,3,1,2
675000,3631,Detached single-family,3,1,2
835000,3963,Detached single-family,3,0,2
625000,3431,Detached single-family,2,1,2
775000,3363,Detached single-family,2,1,2
755000,3528,Detached single-family,2,1,2
755000,4355,Detached single-family,2,1,2
1790000,4119,Detached single-family,3,2,2
325000,1400,Detached single-family,3,0,4
335000,1750,Detached single-family,2,0,4
255000,1565,Detached single-family,2,0,4
255000,1420,Detached single-family,2,0,4
450000,2400,Detached single-family,2,1,4
50000,2000,Detached single-family,2,1,4
480000,2209,Detached single-family,2,1,4
300000,1350,Detached single-family,2,0,4
390000,2420,Detached single-family,2,1,4
285000,2432,Detached single-family,2,1,4
292000,1619,Detached single-family,2,1,4
360000,2957,Detached single-family,2,1,4
375000,2736,Detached single-family,2,1,4
381000,2124,Detached single-family,2,1,4
326000,1564,Detached single-family,2,0,4
248000,1452,Attached single-family,2,0,4
375000,2048,Detached single-family,2,1,4
375000,2048,Detached single-family,2,1,4
381000,1552,Detached single-family,2,0,4
378000,2044,Detached single-family,2,1,4
392500,3268,Detached single-family,2,1,4
408000,1802,Detached single-family,2,0,4
315000,1464,Detached single-family,2,1,4
365000,1792,Detached single-family,2,1,4
383000,1776,Detached single-family,2,1,4
385000,2000,Detached single-family,2,1,4
318500,1991,Detached single-family,2,1,4
340000,1538,Detached single-family,2,0,4
313000,1342,Detached single-family,2,0,4
348000,2393,Detached single-family,2,1,4
400000,2395,Detached single-family,2,1,4
430000,2167,Detached single-family,2,1,4
447500,2223,Detached single-family,2,1,4
385000,2208,Detached single-family,2,1,4
375000,2306,Detached single-family,2,1,4
374000,1855,Detached single-family,2,1,4
415000,2226,Detached single-family,2,1,4
403000,2124,Detached single-family,2,1,4
400000,2430,Detached single-family,2,1,4
405000,1958,Detached single-family,2,1,4
404000,2244,Detached single-family,2,1,4
435500,2663,Detached single-family,2,1,4
384000,2133,Detached single-family,2,1,4
415000,2136,Detached single-family,2,1,4
392000,1954,Detached single-family,2,1,4
368000,1633,Detached single-family,2,0,4
395000,2029,Detached single-family,2,1,4
376000,1628,Detached single-family,2,0,4
400000,2125,Detached single-family,2,1,4
384000,1922,Detached single-family,2,0,4
433000,2181,Detached single-family,2,1,4
415000,2591,Detached single-family,2,1,4
367000,2130,Detached single-family,2,1,4
450000,2410,Detached single-family,2,1,4
405000,2150,Detached single-family,2,1,4
414000,2226,Detached single-family,2,1,4
400000,2026,Detached single-family,2,1,4
421500,1912,Detached single-family,2,0,4
400000,2250,Detached single-family,2,1,4
442000,2499,Detached single-family,2,1,4
289000,1142,Detached single-family,2,0,4
344000,1628,Detached single-family,2,0,4
238000,1233,Attached single-family,2,1,4
322500,1436,Detached single-family,2,0,4
270000,1293,Detached single-family,2,0,4
305000,1140,Detached single-family,2,0,4
300000,1142,Detached single-family,2,0,4
416000,1950,Detached single-family,2,1,4
266500,1600,Attached single-family,2,0,4
244000,1130,Attached single-family,2,0,4
411000,2754,Detached single-family,2,1,4
433500,2421,Detached single-family,3,0,4
18000,2181,Detached single-family,2,1,4
475000,2714,Detached single-family,2,1,4
475000,2667,Detached single-family,2,0,4
448000,2017,Detached single-family,2,1,4
405000,1854,Detached single-family,2,0,4
405000,1854,Detached single-family,2,0,4
365000,2026,Detached single-family,2,1,4
380000,1924,Detached single-family,2,1,4
408000,2760,Detached single-family,3,1,4
427500,2324,Detached single-family,2,1,4
245000,1367,Detached single-family,2,0,4
50000,1646,Detached single-family,2,0,4
301500,1432,Detached single-family,2,1,4
255500,1233,Attached single-family,2,1,4
230000,1233,Attached single-family,2,1,4
255000,1130,Attached single-family,2,0,4
275000,1582,Attached single-family,2,0,4
268000,1294,Attached single-family,2,1,4
265000,1130,Attached single-family,2,0,4
265000,1681,Attached single-family,2,1,4
257000,1233,Attached single-family,2,1,4
275000,1010,Detached single-family,2,0,4
271500,1035,Detached single-family,2,0,4
265000,1005,Detached single-family,2,0,4
326500,1828,Detached single-family,2,1,4
354000,1776,Detached single-family,2,1,4
280000,2044,Detached single-family,2,1,4
360000,1924,Detached single-family,2,1,4
400000,2210,Detached single-family,2,0,2
352000,1434,Detached single-family,2,0,2
305000,1115,Detached single-family,2,0,2
311500,1340,Detached single-family,2,0,2
323500,1525,Detached single-family,2,1,2
370000,1964,Detached single-family,2,1,2
457000,2842,Detached single-family,2,1,4
468000,2858,Detached single-family,2,1,4
430000,2810,Detached single-family,2,1,4
275000,1440,Attached single-family,1,1,4
260000,1488,Attached single-family,2,1,4
270000,1447,Attached single-family,2,1,4
282000,1498,Attached single-family,2,1,4
262500,1440,Attached single-family,2,1,4
272500,1440,Attached single-family,2,1,4
300000,2315,Attached single-family,2,1,4
277500,2181,Detached single-family,2,0,4
296000,1328,Attached single-family,2,1,4
329000,2199,Attached single-family,3,0,4
675000,2448,Detached single-family,2,1,4
350000,2293,Detached single-family,2,1,4
325000,1756,Detached single-family,2,1,4
347500,1754,Detached single-family,2,0,4
375000,2240,Detached single-family,2,1,4
360000,2215,Detached single-family,2,1,4
438500,2758,Detached single-family,2,1,4
100000,1118,Detached single-family,1,0,4
375000,2116,Detached single-family,2,0,4
410000,2106,Detached single-family,2,0,4
425000,2543,Detached single-family,2,1,4
340000,1810,Detached single-family,2,0,4
425000,2020,Detached single-family,2,0,4
427500,2918,Detached single-family,2,1,4
448000,2273,Detached single-family,3,0,4
423000,1818,Detached single-family,2,0,4
528500,3697,Detached single-family,3,0,4
430000,2092,Detached single-family,2,0,4
435000,3176,Detached single-family,2,1,4
500000,3539,Detached single-family,3,0,4
450000,1419,Detached single-family,1,0,4
60000,1968,Detached single-family,2,1,4
375000,2009,Detached single-family,2,0,4
475500,2836,Detached single-family,2,1,2
475000,2702,Detached single-family,3,0,2
425000,2530,Detached single-family,2,1,2
491000,2881,Detached single-family,3,0,2
471500,2708,Detached single-family,2,1,2
450000,2224,Detached single-family,2,1,2
382000,1709,Attached single-family,2,1,4
343500,1721,Attached single-family,2,1,4
354000,1850,Attached single-family,2,1,4
380000,1792,Attached single-family,3,1,4
365500,1792,Attached single-family,2,1,4
345500,1743,Attached single-family,2,1,4
369500,1792,Attached single-family,2,1,4
371500,1792,Attached single-family,2,1,4
342000,1747,Attached single-family,3,1,4
346000,1850,Attached single-family,2,1,4
343500,1743,Attached single-family,2,1,4
367500,1792,Attached single-family,2,1,4
406000,1709,Attached single-family,2,1,4
349500,1734,Attached single-family,2,1,4
375500,1850,Attached single-family,2,1,4
350500,1734,Attached single-family,2,1,4
408500,1823,Attached single-family,2,1,4
383500,1792,Attached single-family,2,1,4
336500,1743,Attached single-family,2,1,4
361500,1850,Attached single-family,2,1,4
361500,1850,Attached single-family,2,1,4
336500,1743,Attached single-family,2,1,4
342500,1743,Attached single-family,2,1,4
369000,1850,Attached single-family,2,1,4
341500,1850,Attached single-family,2,1,4
385000,1792,Attached single-family,2,1,4
336000,1743,Attached single-family,2,1,4
364000,1850,Attached single-family,2,1,4
392500,1792,Attached single-family,2,1,4
362000,1850,Attached single-family,2,1,4
345000,1743,Attached single-family,2,1,4
402000,1823,Attached single-family,2,1,4
420000,2371,Detached single-family,2,1,4
425000,2380,Detached single-family,2,1,4
430000,1946,Detached single-family,2,1,4
407500,2748,Detached single-family,2,1,4
405000,2357,Detached single-family,2,1,4
425000,2061,Detached single-family,2,1,4
355000,1558,Detached single-family,2,1,4
400000,1926,Detached single-family,2,1,4
407000,2420,Detached single-family,2,1,4
375000,1731,Detached single-family,2,0,4
404500,2607,Detached single-family,2,1,4
401000,1900,Detached single-family,2,1,4
442000,2770,Detached single-family,2,1,4
465000,2948,Detached single-family,2,1,4
298000,1277,Detached single-family,2,1,4
475000,2742,Detached single-family,3,0,4
378000,1484,Detached single-family,2,0,4
365000,2248,Detached single-family,2,1,4
447000,2320,Detached single-family,2,1,4
409000,1638,Detached single-family,2,0,4
485000,2426,Detached single-family,2,1,4
402000,2819,Detached single-family,4,0,4
450000,2774,Detached single-family,3,1,4
470000,2714,Detached single-family,3,1,4
471500,3399,Detached single-family,2,1,4
483500,2835,Detached single-family,2,1,4
514000,3291,Detached single-family,3,1,4
483000,2835,Detached single-family,2,1,4
546000,3399,Detached single-family,2,1,4
496000,2644,Detached single-family,3,0,4
462000,2778,Detached single-family,2,1,4
477000,2835,Detached single-family,2,1,4
478500,2835,Detached single-family,2,1,4
451500,2581,Detached single-family,3,1,4
546000,3250,Detached single-family,4,1,4
480000,3297,Detached single-family,4,1,4
444000,2821,Detached single-family,4,0,4
470500,3297,Detached single-family,3,1,4
491000,3291,Detached single-family,3,1,4
449000,2821,Detached single-family,2,1,4
488500,3297,Detached single-family,4,1,4
488500,3297,Detached single-family,4,1,4
465000,2881,Detached single-family,2,1,4
457000,2821,Detached single-family,3,1,4
509500,3202,Detached single-family,2,1,4
578500,3737,Detached single-family,4,1,4
497500,2693,Detached single-family,3,1,4
533500,3355,Detached single-family,4,1,4
559000,3335,Detached single-family,4,1,4
536000,3360,Detached single-family,2,1,4
537000,3355,Detached single-family,4,1,4
531000,3355,Detached single-family,4,1,4
498500,2784,Detached single-family,3,0,4
546500,3380,Detached single-family,2,1,4
473500,2577,Detached single-family,2,1,4
546000,3355,Detached single-family,2,1,4
534500,3355,Detached single-family,2,1,4
542500,3330,Detached single-family,2,1,4
439000,2040,Detached single-family,2,0,4
458000,2712,Detached single-family,2,1,4
413500,1803,Detached single-family,2,1,4
457000,2322,Detached single-family,2,1,4
463500,2821,Detached single-family,3,1,4
459000,2889,Detached single-family,4,1,4
423500,2881,Detached single-family,2,1,4
437000,2530,Detached single-family,2,1,4
465500,3239,Detached single-family,2,1,4
423000,1772,Detached single-family,2,0,4
467000,3269,Detached single-family,4,1,4
462000,3382,Detached single-family,4,0,4
450500,2881,Detached single-family,3,0,4
474000,3297,Detached single-family,4,1,4
460000,2881,Detached single-family,2,1,4
400000,3477,Detached single-family,2,1,4
420000,3282,Detached single-family,2,1,4
556500,3399,Detached single-family,2,1,4
526000,3330,Detached single-family,2,1,4
466500,3245,Detached single-family,3,1,4
507500,2462,Detached single-family,2,1,4
372500,2655,Detached single-family,2,1,4
375000,1965,Detached single-family,2,0,4
395000,2276,Detached single-family,2,1,4
323000,2444,Detached single-family,2,1,4
380000,2222,Detached single-family,2,1,4
325000,1530,Detached single-family,2,1,4
411500,2391,Detached single-family,2,1,4
385000,1949,Detached single-family,2,1,4
235000,1004,Attached single-family,2,0,4
205000,1004,Attached single-family,2,0,4
260000,1174,Attached single-family,2,0,4
385000,2384,Attached single-family,2,1,4
385000,2016,Attached single-family,2,1,4
358000,1947,Attached single-family,2,1,4
334000,1698,Attached single-family,2,1,4
325000,1850,Attached single-family,2,1,4
316000,1842,Attached single-family,2,1,4
329500,1850,Attached single-family,2,1,4
365000,2298,Attached single-family,2,1,4
324000,1978,Attached single-family,2,1,4
310500,1850,Attached single-family,2,1,4
341500,2306,Attached single-family,2,1,4
320500,1908,Attached single-family,2,1,4
305000,1851,Attached single-family,2,1,4
292500,1752,Attached single-family,2,1,4
336500,1850,Attached single-family,2,1,4
334000,2274,Attached single-family,2,1,4
385000,1964,Attached single-family,2,1,4
377000,1942,Attached single-family,2,1,4
390000,2016,Attached single-family,2,1,4
407500,1932,Attached single-family,2,1,4
435000,2016,Attached single-family,2,1,4
391000,1647,Attached single-family,2,1,4
340000,1842,Attached single-family,2,1,4
366500,2274,Attached single-family,2,1,4
357000,1906,Attached single-family,2,1,4
343000,1956,Attached single-family,2,1,4
348500,1904,Attached single-family,2,1,4
365000,2032,Attached single-family,2,1,4
362500,1970,Attached single-family,2,1,4
330000,1956,Attached single-family,2,1,4
357500,1932,Attached single-family,2,1,4
362500,1934,Attached single-family,2,1,4
343000,1872,Attached single-family,2,1,4
332500,1956,Attached single-family,2,1,4
362500,2130,Attached single-family,2,1,4
360500,1812,Attached single-family,2,1,4
344500,1812,Attached single-family,2,1,4
348000,1906,Attached single-family,2,1,4
320500,1604,Attached single-family,2,1,4
425000,2515,Detached single-family,2,1,4
250000,2065,Detached single-family,2,1,4
375000,1790,Detached single-family,2,1,4
375000,1724,Detached single-family,2,1,4
375000,2116,Detached single-family,2,0,2
337000,2030,Detached single-family,2,1,2
475000,3021,Detached single-family,2,1,2
500000,3044,Detached single-family,2,1,2
452000,3152,Detached single-family,2,1,2
625000,2825,Detached single-family,3,1,2
414000,2928,Detached single-family,2,1,2
475000,3410,Detached single-family,3,1,2
435000,2452,Detached single-family,2,1,2
405000,1803,Detached single-family,2,1,4
381000,1784,Detached single-family,2,0,4
471000,2391,Detached single-family,3,1,4
435000,2916,Detached single-family,2,1,4
215000,976,Attached single-family,1,1,4
240000,1230,Attached single-family,2,1,4
236000,1360,Attached single-family,2,0,4
222000,1094,Attached single-family,2,1,4
234000,1360,Attached single-family,2,0,4
224000,1096,Attached single-family,2,1,4
283000,1360,Attached single-family,2,0,4
265000,1407,Attached single-family,2,0,4
225000,1360,Attached single-family,2,0,4
220000,1360,Attached single-family,2,0,4
532000,2652,Detached single-family,2,1,4
510000,2844,Detached single-family,2,1,4
570000,3566,Detached single-family,2,1,4
300000,1623,Detached single-family,2,0,4
550000,3134,Detached single-family,2,1,4
605000,3675,Detached single-family,3,1,4
420000,2658,Detached single-family,2,1,4
433000,2779,Detached single-family,2,1,4
553000,2738,Detached single-family,2,1,4
340000,1718,Detached single-family,2,1,4
425000,2405,Detached single-family,2,1,4
407000,2043,Detached single-family,2,1,4
350000,1594,Detached single-family,2,0,4
325000,1162,Detached single-family,2,0,4
365000,1703,Detached single-family,2,1,4
320000,1308,Detached single-family,2,0,4
385000,1640,Detached single-family,2,1,4
340000,1632,Detached single-family,2,0,4
382000,1648,Detached single-family,2,1,4
380000,2298,Detached single-family,2,1,4
485000,2537,Detached single-family,2,1,4
475000,4182,Detached single-family,2,1,4
438000,2862,Detached single-family,3,0,4
435000,2344,Detached single-family,2,1,4
320000,1338,Detached single-family,2,0,4
380000,1845,Detached single-family,2,0,4
400000,1632,Detached single-family,2,1,4
410000,2333,Detached single-family,2,0,4
425000,2308,Detached single-family,2,0,4
425000,1734,Detached single-family,2,1,4
280000,1960,Detached single-family,2,1,4
456000,1764,Detached single-family,2,1,4
375000,1753,Detached single-family,2,1,4
452500,1829,Detached single-family,2,0,4
441000,2672,Detached single-family,3,0,4
380000,1929,Detached single-family,2,1,4
318500,2214,Detached single-family,2,1,4
420000,2444,Detached single-family,2,1,4
485000,2892,Detached single-family,2,1,4
275000,2462,Detached single-family,2,1,4
407500,2208,Detached single-family,2,1,4
350000,2088,Detached single-family,2,1,4
370000,1734,Detached single-family,2,1,4
350000,1428,Detached single-family,2,0,4
365000,1610,Detached single-family,2,0,4
400000,1541,Detached single-family,2,0,4
405000,2375,Detached single-family,2,1,4
415000,2360,Detached single-family,2,1,4
98000,2495,Detached single-family,2,1,4
465000,2154,Detached single-family,3,0,4
290000,1241,Detached single-family,2,0,4
384500,2829,Detached single-family,2,1,4
387000,1812,Detached single-family,2,1,4
378000,2267,Detached single-family,2,1,4
410000,2216,Detached single-family,2,1,4
390000,2222,Detached single-family,2,1,4
360000,2423,Detached single-family,2,1,4
365000,1992,Detached single-family,2,1,4
425000,2359,Detached single-family,2,1,4
341500,2182,Detached single-family,2,1,4
415000,3126,Detached single-family,3,1,4
380000,2240,Detached single-family,2,1,4
432000,2500,Detached single-family,2,1,4
4200000,2402,Detached single-family,2,1,4
4200000,2198,Detached single-family,2,1,4
4200000,2198,Detached single-family,2,1,4
4200000,2052,Detached single-family,2,2,4
4200000,1635,Detached single-family,2,1,4
4200000,2448,Detached single-family,3,0,4
4200000,2402,Detached single-family,2,1,4
425000,2712,Detached single-family,2,1,4
355000,2712,Detached single-family,2,1,4
430000,2165,Detached single-family,2,0,4
400000,2035,Detached single-family,2,0,4
550000,2571,Detached single-family,2,1,4
455000,2894,Detached single-family,2,1,4
500000,2423,Detached single-family,2,1,4
440000,2418,Detached single-family,2,1,4
380000,1978,Detached single-family,2,0,4
375000,1780,Detached single-family,2,0,4
323500,1774,Detached single-family,2,0,4
335000,1774,Detached single-family,2,0,4
382500,2010,Detached single-family,2,0,4
410000,2088,Detached single-family,2,1,4
673000,3332,Detached single-family,2,1,4
385000,1884,Detached single-family,2,1,4
365000,2347,Detached single-family,2,1,4
375000,2010,Detached single-family,2,1,4
391500,2059,Detached single-family,3,0,4
345000,1666,Detached single-family,2,0,4
380000,1782,Detached single-family,2,1,4
375000,1983,Detached single-family,2,1,4
501000,2736,Detached single-family,2,1,2
265500,2944,Detached single-family,2,1,2
410000,2801,Detached single-family,2,1,2
475000,2682,Detached single-family,2,1,2
353000,1588,Detached single-family,2,0,4
60000,2612,Detached single-family,2,1,4
420000,2400,Detached single-family,2,1,4
455000,2590,Detached single-family,2,1,4
367000,1948,Detached single-family,2,0,4
420000,2503,Detached single-family,2,1,4
380000,1790,Detached single-family,2,1,4
425000,2353,Detached single-family,2,1,4
395000,1882,Detached single-family,2,1,4
360500,1494,Detached single-family,2,0,4
442000,2435,Detached single-family,2,1,4
363000,1468,Detached single-family,2,1,4
402500,1940,Detached single-family,2,1,4
402500,2320,Detached single-family,2,1,4
400000,3337,Detached single-family,2,1,4
540000,2844,Detached single-family,2,1,4
555000,4808,Detached single-family,4,0,4
585000,2852,Detached single-family,2,1,4
530000,3018,Detached single-family,3,1,4
570000,2877,Detached single-family,2,1,4
575000,3021,Detached single-family,3,1,4
625000,3535,Detached single-family,3,1,4
440000,2070,Detached single-family,2,1,4
430000,2153,Detached single-family,2,1,4
370000,1933,Detached single-family,2,1,4
430000,2263,Detached single-family,2,1,4
343000,2233,Detached single-family,2,1,4
480000,2558,Detached single-family,2,1,4
460000,2444,Detached single-family,2,1,4
463500,2839,Detached single-family,2,1,4
420000,1686,Detached single-family,2,1,4
575000,3225,Detached single-family,2,1,4
620000,3510,Detached single-family,2,1,4
517000,3786,Detached single-family,3,1,2
400000,2484,Detached single-family,2,1,2
270000,1434,Attached single-family,2,1,2
230000,1489,Attached single-family,2,1,2
192500,1276,Attached single-family,1,1,2
241000,1360,Attached single-family,2,0,2
260000,1357,Attached single-family,2,0,2
228000,1096,Attached single-family,2,1,2
250000,1360,Attached single-family,2,0,2
235000,1230,Attached single-family,2,1,2
225000,1360,Attached single-family,2,0,2
230000,1360,Attached single-family,2,0,2
214000,1230,Attached single-family,2,1,2
218000,1432,Attached single-family,2,1,2
260000,1357,Attached single-family,2,0,2
245000,1489,Attached single-family,2,1,2
250000,1357,Attached single-family,2,0,2
295000,1508,Detached single-family,2,0,2
409500,2090,Detached single-family,2,1,2
315000,1558,Detached single-family,2,0,2
400000,1944,Detached single-family,2,1,2
400000,1896,Detached single-family,2,1,2
422500,2075,Detached single-family,2,1,2
388000,1677,Detached single-family,2,1,2
395500,1905,Detached single-family,2,1,2
320000,1464,Detached single-family,2,0,2
396000,1900,Detached single-family,2,1,4
305500,1421,Detached single-family,2,0,4
309000,1110,Detached single-family,2,0,4
305500,1293,Detached single-family,2,1,4
425000,2379,Detached single-family,2,1,4
305000,1923,Detached single-family,2,0,4
415000,2280,Detached single-family,2,1,4
445000,2204,Detached single-family,2,1,4
372000,1436,Detached single-family,2,0,4
369000,1640,Detached single-family,2,1,4
317000,1504,Detached single-family,2,0,4
300000,1439,Detached single-family,2,1,4
360000,1948,Detached single-family,2,1,4
398000,1734,Detached single-family,2,1,4
350000,1362,Detached single-family,2,0,4
370000,1359,Detached single-family,2,0,4
315000,1672,Detached single-family,2,1,4
359000,1410,Detached single-family,2,0,4
370000,1635,Detached single-family,2,0,4
298000,1129,Detached single-family,2,0,4
329000,1769,Detached single-family,2,1,4
337500,1340,Detached single-family,2,0,4
366500,1497,Detached single-family,2,0,4
400000,1400,Detached single-family,2,0,4
309000,1370,Detached single-family,2,1,4
353000,1914,Detached single-family,2,1,4
325000,2168,Detached single-family,2,1,4
365000,2018,Detached single-family,2,1,4
420000,2432,Detached single-family,2,1,4
391500,2103,Detached single-family,2,1,4
420000,1859,Detached single-family,2,0,4
325000,1432,Detached single-family,2,1,4
385000,1948,Detached single-family,2,0,4
304000,1129,Detached single-family,2,0,4
345000,1429,Detached single-family,2,1,4
375000,1549,Detached single-family,2,1,4
335000,1393,Detached single-family,2,1,4
375000,2063,Detached single-family,3,0,4
410000,1718,Detached single-family,2,0,4
405000,1872,Detached single-family,2,1,4
260000,1728,Detached single-family,2,1,4
335000,2038,Detached single-family,2,1,4
320000,2124,Detached single-family,2,1,4
